Dates,GOOGL,AMZN,TSLA,GS,DAX,BNDX,FXEURUSD
28/10/2021,145.849,172.329,359.0133,414.82,15696.33,56.85,1.1681
29/10/2021,148.046,168.622,371.3333,413.35,15688.77,56.67,1.1558
01/11/2021,143.497,165.906,402.8633,416.7,15806.29,56.62,1.1606
02/11/2021,145.433,165.638,390.6667,423.85,15954.45,56.83,1.1579
03/11/2021,146.598,169.2,404.62,417.9,15959.98,56.77,1.1612
04/11/2021,148.267,173.85,409.97,408.07,16029.65,56.985,1.1554
05/11/2021,148.852,175.95,407.3633,407.08,16054.36,57.22,1.1567
08/11/2021,149.031,174.449,387.6467,408.34,16046.52,57.04,1.1587
09/11/2021,148.919,178.812,341.1667,405.35,16040.47,57.3,1.1593
10/11/2021,145.894,174.103,355.9833,399.12,16067.83,57,1.1479
11/11/2021,145.767,173.625,354.5033,402.34,16083.11,56.92,1.1451
12/11/2021,148.678,176.258,344.4733,404.91,16094.07,57.01,1.1445
15/11/2021,148.452,177.284,337.7967,404.81,16148.64,56.94,1.1368
16/11/2021,147.876,177.035,351.5767,403.09,16247.86,56.86,1.132
17/11/2021,148.047,177.45,363.0033,391.55,16251.13,56.95,1.1319
18/11/2021,149.839,184.803,365.46,391.37,16221.73,57,1.1371
19/11/2021,148.927,183.829,379.02,387.39,16159.97,57.22,1.129
22/11/2021,146.302,178.629,385.6233,396.16,16115.69,57.04,1.1237
23/11/2021,145.782,179.002,369.6767,406.34,15937,56.74,1.1248
24/11/2021,146.12,179.021,372,399.19,15878.39,56.81,1.1199
25/11/2021,146.12,179.021,372,399.19,15917.98,56.81,1.1209
26/11/2021,142.183,175.228,360.64,389.39,15257.04,57.15,1.1317
29/11/2021,145.531,178.079,378.9967,386.54,15280.86,57.06,1.1291
30/11/2021,141.897,175.354,381.5867,380.99,15100.13,57.23,1.1338
01/12/2021,141.052,172.186,365,376.48,15472.67,57.25,1.132
02/12/2021,142.966,171.868,361.5333,387.54,15263.11,57.28,1.1301
03/12/2021,142.002,169.49,338.3233,382.73,15169.98,57.37,1.1315
06/12/2021,143.155,171.368,336.3367,389.3,15380.79,57.34,1.1285
07/12/2021,147.27,176.165,350.5833,400.11,15813.94,57.21,1.1267
08/12/2021,148.187,176.158,356.32,397.32,15687.09,57.15,1.1343
09/12/2021,147.639,174.171,334.6,396.49,15639.26,57.31,1.1293
10/12/2021,148.002,172.212,339.01,391.06,15623.31,57.31,1.1313
13/12/2021,145.827,169.568,322.1367,384.64,15621.72,57.44,1.1284
14/12/2021,143.907,169.092,319.5033,388.82,15453.56,57.415,1.1259
15/12/2021,146.441,173.315,325.33,389.91,15476.35,57.33,1.1289
16/12/2021,144.445,168.871,308.9733,397.37,15636.4,57.24,1.133
17/12/2021,141.725,170.017,310.8567,381.8,15531.69,57.4,1.124
20/12/2021,141.607,167.079,299.98,371.61,15239.67,57.35,1.1279
21/12/2021,143.473,170.417,312.8433,380.32,15447.44,57.06,1.1285
22/12/2021,146.415,171.037,336.29,382.33,15593.47,57.1,1.1326
23/12/2021,146.916,171.069,355.6667,385.04,15756.31,55.36,1.1327
24/12/2021,146.916,171.069,355.6667,385.04,15756.31,55.36,1.1319
27/12/2021,147.907,169.67,364.6467,388.04,15835.25,55.35,1.1328
28/12/2021,146.687,170.661,362.8233,387.61,15963.7,55.33,1.131
29/12/2021,146.655,169.201,362.0633,386.2,15852.25,55.11,1.1349
30/12/2021,146.201,168.645,356.78,385.52,15884.86,55.16,1.1325
31/12/2021,144.852,166.717,352.26,382.55,15884.86,55.16,1.137
03/01/2022,144.992,170.405,399.9267,395.33,16020.73,54.99,1.1297
04/01/2022,144.4,167.522,383.1967,407.48,16152.61,55,1.1287
05/01/2022,137.775,164.357,362.7067,398.63,16271.75,54.89,1.1314
06/01/2022,137.748,163.254,354.9,396.93,16052.03,54.77,1.1297
07/01/2022,137.017,162.554,342.32,397.51,15947.74,54.78,1.136
10/01/2022,138.67,161.486,352.7067,399.17,15768.27,54.73,1.1326
11/01/2022,139.736,165.362,354.8,403.05,15941.81,54.75,1.1367
12/01/2022,141.431,165.207,368.74,390.31,16010.32,54.82,1.1442
13/01/2022,138.587,161.214,343.8533,390.8,16031.59,54.905,1.1455
14/01/2022,139.481,162.138,349.87,380.94,15883.24,54.77,1.1411
17/01/2022,139.481,162.138,349.87,380.94,15933.72,54.77,1.1408
18/01/2022,135.998,158.918,343.5033,354.4,15772.56,54.5,1.1325
19/01/2022,135.117,156.299,331.8833,347.32,15809.72,54.5,1.1343
20/01/2022,133.308,151.668,332.09,348.1,15912.33,54.65,1.1312
21/01/2022,130.352,142.643,314.6333,343.91,15603.88,54.76,1.1344
24/01/2022,130.804,144.544,310,343.39,15011.13,54.77,1.1326
25/01/2022,126.935,139.986,306.1333,341.55,15123.87,54.63,1.1301
26/01/2022,129.233,138.873,312.47,342.68,15459.39,54.44,1.124
27/01/2022,129.005,139.638,276.3667,341.03,15524.27,54.56,1.1145
28/01/2022,133.351,143.978,282.1167,347.01,15318.95,54.6,1.1151
31/01/2022,135.304,149.574,312.24,354.68,15471.2,54.4,1.1235
01/02/2022,137.644,151.194,310.4167,364.06,15619.39,54.31,1.1272
02/02/2022,148,150.613,301.8867,363.06,15613.77,54.35,1.1305
03/02/2022,143.09,138.846,297.0467,358.88,15368.47,54,1.144
04/02/2022,143.293,157.64,307.7733,367.6,15099.56,53.8,1.1449
07/02/2022,139.201,157.936,302.4467,368.15,15206.64,53.66,1.1442
08/02/2022,139.399,161.414,307.3333,370.1,15242.38,53.5,1.1415
09/02/2022,141.592,161.19,310.6667,374.53,15482.01,53.64,1.1425
10/02/2022,138.62,159.004,301.5167,370.57,15490.44,53.26,1.1428
11/02/2022,134.283,153.294,286.6667,363.06,15425.12,53.5,1.135
14/02/2022,135.526,155.167,291.92,360.24,15113.97,53.23,1.1307
15/02/2022,136.609,156.511,307.4767,363.94,15412.71,53.22,1.1359
16/02/2022,137.738,158.101,307.7967,360.05,15370.3,53.33,1.1373
17/02/2022,132.539,154.653,292.1167,349.06,15267.63,53.42,1.1361
18/02/2022,130.403,152.602,285.66,346.04,15042.51,53.59,1.1322
21/02/2022,130.403,152.602,285.66,346.04,14731.12,53.59,1.1311
22/02/2022,129.814,150.198,273.8433,344.27,14693,53.36,1.1325
23/02/2022,127.588,144.827,254.68,341.19,14631.36,53.34,1.1307
24/02/2022,132.691,151.358,266.9233,340.19,14052.1,53.38,1.1192
25/02/2022,134.46,153.789,269.9567,350.12,14567.23,53.31,1.1268
28/02/2022,135.057,153.563,290.1433,341.29,14461.02,53.67,1.1219
01/03/2022,134.062,151.142,288.1233,328.2,13904.85,54.23,1.1125
02/03/2022,134.572,152.053,293.2967,336.38,14000.11,53.79,1.1119
03/03/2022,133.9,147.898,279.7633,333.42,13698.4,53.63,1.1066
04/03/2022,131.907,145.641,279.43,329.67,13094.54,54.06,1.0928
07/03/2022,126.379,137.453,268.1933,321.89,12834.65,53.88,1.0854
08/03/2022,127.105,136.015,274.8,321.37,12831.51,53.35,1.0899
09/03/2022,133.42,139.279,286.3233,333.59,13847.93,53.16,1.1076
10/03/2022,132.43,146.818,279.4333,329.9,13442.1,52.93,1.0986
11/03/2022,129.871,145.525,265.1167,327,13628.11,53.02,1.0912
14/03/2022,125.951,141.853,255.4567,324.98,13929.11,52.62,1.094
15/03/2022,129.198,147.367,267.2967,329.16,13917.27,52.66,1.0956
16/03/2022,133.281,153.104,280.0767,340.76,14440.74,52.67,1.1035
17/03/2022,133.839,157.239,290.5333,343.27,14388.06,52.75,1.1091
18/03/2022,136.126,161.251,301.7967,345.38,14413.09,52.83,1.1051
21/03/2022,136.102,161.492,307.0533,339,14326.97,52.6,1.1016
22/03/2022,139.868,164.889,331.3267,343.01,14473.2,52.42,1.1029
23/03/2022,138.276,163.408,333.0367,335.61,14283.65,52.51,1.1004
24/03/2022,141.572,163.65,337.9733,336.23,14273.79,52.43,1.0997
25/03/2022,141.673,164.773,336.88,337.49,14305.76,52.23,1.0983
28/03/2022,141.456,168.991,363.9467,335.3,14417.37,52.2,1.0985
29/03/2022,142.506,169.315,366.5233,339.66,14820.33,52.12,1.1086
30/03/2022,141.939,166.301,364.6633,335.59,14606.05,52.1,1.1159
31/03/2022,139.068,162.998,359.2,330.1,14414.75,52.44,1.1067
01/04/2022,140.151,163.56,361.53,330.22,14446.48,52.32,1.1043
04/04/2022,142.972,168.347,381.8167,328.21,14518.16,52.44,1.0972
05/04/2022,140.591,164.055,363.7533,323.96,14424.36,51.99,1.0905
06/04/2022,136.548,158.756,348.5867,316.26,14151.69,51.87,1.0896
07/04/2022,135.889,157.785,352.42,314.15,14078.15,51.79,1.0879
08/04/2022,133.288,154.461,341.83,321.39,14283.67,51.69,1.0877
11/04/2022,128.824,151.122,325.31,320.76,14192.78,51.37,1.0884
12/04/2022,127.715,150.788,328.9833,319.78,14124.95,51.5,1.0828
13/04/2022,129.894,155.541,340.79,321.97,14076.44,51.51,1.0888
14/04/2022,126.73,151.707,328.3333,321.64,14163.85,51.35,1.0828
15/04/2022,126.73,151.707,328.3333,321.64,14163.85,51.35,1.081
18/04/2022,127.677,152.785,334.7633,329.88,14163.85,51.33,1.0782
19/04/2022,130.009,158.116,342.7167,335.95,14153.46,51.23,1.0788
20/04/2022,128.04,153.998,325.7333,341.06,14362.03,51.31,1.0853
21/04/2022,124.815,148.296,336.26,334.3,14502.41,51.12,1.0834
22/04/2022,119.636,144.35,335.0167,319.77,14142.09,51.03,1.079
25/04/2022,123.074,146.074,332.6733,321.42,13924.17,51.23,1.0713
26/04/2022,118.65,139.391,292.14,313.12,13756.4,51.32,1.0638
27/04/2022,114.295,138.167,293.8367,313.23,13793.94,51.17,1.0557
28/04/2022,118.523,144.597,292.5033,318.41,13979.84,51.05,1.0499
29/04/2022,114.11,124.282,290.2533,305.49,14097.88,50.83,1.0545
02/05/2022,116.583,124.5,300.98,310.42,13939.07,50.66,1.0507
03/05/2022,117.334,124.254,303.0833,314.66,14039.47,50.725,1.0521
04/05/2022,122.261,125.929,317.54,324.11,13970.82,50.83,1.0622
05/05/2022,116.506,116.407,291.0933,313.07,13902.52,50.56,1.0542
06/05/2022,115.747,114.773,288.55,312.96,13674.29,50.27,1.0551
09/05/2022,112.511,108.789,262.37,308.89,13380.67,50.37,1.0561
10/05/2022,114.395,108.859,266.68,305.06,13534.74,50.66,1.0529
11/05/2022,113.603,105.372,244.6667,301.55,13828.64,50.83,1.0513
12/05/2022,112.844,106.931,242.6667,299.41,13739.64,51,1.038
13/05/2022,116.051,113.055,256.53,306.99,14027.93,50.84,1.0412
16/05/2022,114.445,110.811,241.4567,303.44,13964.38,50.91,1.0434
17/05/2022,116.473,115.369,253.87,312.97,14185.94,50.61,1.055
18/05/2022,111.899,107.113,236.6033,306.73,14007.76,50.71,1.0464
19/05/2022,110.384,107.319,236.4733,308.2,13882.3,50.7,1.0588
20/05/2022,108.908,107.591,221.3,306.8,13981.91,50.72,1.0564
23/05/2022,111.488,107.557,224.9667,316.61,14175.4,50.6,1.0691
24/05/2022,105.97,104.1,209.3867,313.95,13919.75,50.69,1.0736
25/05/2022,105.805,106.775,219.6,314.9,14007.93,50.84,1.0681
26/05/2022,107.792,111.078,235.91,323.63,14231.29,50.74,1.0725
27/05/2022,112.316,115.146,253.21,328.58,14462.19,50.83,1.0735
30/05/2022,112.316,115.146,253.21,328.58,14575.98,50.83,1.0779
31/05/2022,113.762,120.21,252.7533,326.85,14388.35,50.45,1.0734
01/06/2022,113.892,121.684,246.79,321.85,14340.47,50.28,1.065
02/06/2022,117.622,125.511,258.3333,324.25,14485.17,50.16,1.0747
03/06/2022,114.541,122.35,234.5167,318.68,14460.09,50.02,1.0719
06/06/2022,116.821,124.79,238.28,320.51,14653.81,49.89,1.0696
07/06/2022,117.149,123,238.8867,321.51,14556.62,49.98,1.0703
08/06/2022,117.194,121.18,241.8667,314.68,14445.99,49.76,1.0716
09/06/2022,114.836,116.15,239.7067,304.22,14198.8,49.47,1.0617
10/06/2022,111.162,109.65,232.23,287.02,13761.83,49.185,1.0519
13/06/2022,106.393,103.67,215.7367,283.32,13427.03,48.47,1.0409
14/06/2022,106.715,102.31,220.89,282.54,13304.39,48.35,1.0416
15/06/2022,109.765,107.67,233,290.07,13485.29,48.91,1.0444
16/06/2022,106.034,103.66,213.1,284.98,13038.49,48.6,1.0549
17/06/2022,107.143,106.22,216.76,279.79,13126.26,48.82,1.0499
20/06/2022,107.143,106.22,216.76,279.79,13265.6,48.82,1.0511
21/06/2022,111.544,108.68,237.0367,284.81,13292.4,48.47,1.0533
22/06/2022,111.488,108.95,236.0867,284.54,13144.28,48.79,1.0566
23/06/2022,112.242,112.44,235.07,286.17,12912.59,49.27,1.0523
24/06/2022,117.975,116.46,245.7067,302.75,13118.13,49.22,1.0553
27/06/2022,115.834,113.22,244.92,300.78,13186.07,48.93,1.0584
28/06/2022,112.008,107.4,232.6633,299.49,13231.82,48.87,1.0519
29/06/2022,111.702,108.92,228.49,303.28,13003.35,49.21,1.0442
30/06/2022,108.963,106.21,224.4733,297.02,12783.77,49.54,1.0484
01/07/2022,108.738,109.56,227.2633,299.23,12813.03,49.81,1.0414
04/07/2022,108.738,109.56,227.2633,299.23,12773.38,49.81,1.0422
05/07/2022,113.263,113.5,233.0667,297.2,12401.2,49.74,1.0266
06/07/2022,114.572,114.33,231.7333,293.76,12594.52,49.75,1.0182
07/07/2022,118.783,116.33,244.5433,298.6,12843.22,49.62,1.016
08/07/2022,119.354,115.54,250.7633,296.47,13015.23,49.58,1.0185
11/07/2022,115.677,111.75,234.3433,293.18,12832.44,49.72,1.004
12/07/2022,114.021,109.22,233.07,292.53,12905.48,49.89,1.0037
13/07/2022,111.354,110.4,237.04,290.15,12756.32,49.94,1.0059
14/07/2022,110.367,110.63,238.3133,281.59,12519.66,50.03,1.0018
15/07/2022,111.778,113.55,240.0667,293.87,12864.72,50.12,1.008
18/07/2022,109.03,113.76,240.5467,301.26,12959.81,49.91,1.0143
19/07/2022,113.81,118.21,245.53,318.05,13308.41,49.88,1.0227
20/07/2022,113.9,122.77,247.5,321.45,13281.98,49.9,1.018
21/07/2022,114.34,124.63,271.7067,326.54,13246.64,50,1.023
22/07/2022,107.9,122.42,272.2433,323.93,13253.68,50.42,1.0213
25/07/2022,107.51,121.14,268.4333,324.12,13210.32,50.47,1.022
26/07/2022,105.02,114.81,258.86,318.55,13096.93,50.56,1.0117
27/07/2022,113.06,120.97,274.82,324.54,13166.38,50.54,1.02
28/07/2022,114.22,122.28,280.9,329.11,13282.11,50.97,1.0197
29/07/2022,116.32,134.95,297.15,333.39,13484.05,51.09,1.022
01/08/2022,114.86,135.39,297.2767,332.08,13479.63,51.28,1.0262
02/08/2022,115.13,134.16,300.5867,327.88,13449.2,51,1.0166
03/08/2022,118.08,139.52,307.3967,333.17,13587.56,51.08,1.0166
04/08/2022,118.19,142.57,308.6333,331.87,13662.68,51.35,1.0246
05/08/2022,117.47,140.8,288.17,334.67,13573.93,50.97,1.0183
08/08/2022,117.3,139.41,290.4233,334.68,13687.69,51.01,1.0197
09/08/2022,116.63,137.83,283.3333,336.62,13534.97,50.99,1.0213
10/08/2022,119.7,142.69,294.3567,347.91,13700.93,51,1.0299
11/08/2022,118.84,140.64,286.63,351.68,13694.51,50.76,1.032
12/08/2022,121.68,143.55,300.03,353.82,13795.85,50.87,1.0259
15/08/2022,122.08,143.18,309.32,355.85,13816.61,51.1,1.016
16/08/2022,121.7,144.78,306.5633,354.97,13910.12,50.89,1.0171
17/08/2022,119.55,142.1,303.9967,353.74,13626.71,50.59,1.018
18/08/2022,120.17,142.3,302.87,354.52,13697.41,50.48,1.0087
19/08/2022,117.21,138.23,296.6667,349.27,13544.52,50.14,1.0037
22/08/2022,114.24,133.22,289.9133,342.42,13230.57,49.94,0.9943
23/08/2022,113.86,133.62,296.4533,340.18,13194.23,49.8,0.997
24/08/2022,113.69,133.8,297.0967,341.94,13220.06,49.6,0.9967
25/08/2022,116.65,137.28,296.07,346.49,13271.96,49.91,0.9975
26/08/2022,110.34,130.75,288.09,336.4,12971.47,49.66,0.9966
29/08/2022,109.42,129.79,284.82,333.92,12892.99,49.4,0.9997
30/08/2022,108.94,128.73,277.7,333.63,12961.14,49.44,1.0015
31/08/2022,108.22,126.77,275.61,332.67,12834.96,49.2,1.0054
01/09/2022,109.74,127.82,277.16,333.5,12630.23,49.02,0.9946
02/09/2022,107.85,127.51,270.21,331.48,13050.27,49.29,0.9954
05/09/2022,107.85,127.51,270.21,331.48,12760.78,49.29,0.9929
06/09/2022,106.81,126.11,274.42,326.49,12871.44,48.96,0.9904
07/09/2022,109.45,129.48,283.7,330.56,12915.97,49.14,1.0006
08/09/2022,108.38,129.82,289.26,335.38,12904.32,48.78,0.9997
09/09/2022,110.65,133.27,299.68,340.1,13088.21,48.71,1.0042
12/09/2022,110.86,136.45,304.42,342.58,13402.27,48.93,1.0122
13/09/2022,104.32,126.82,292.13,328.39,13188.95,48.82,0.997
14/09/2022,105,128.55,302.61,327.26,13028,48.91,0.9981
15/09/2022,102.91,126.28,303.75,331.62,12956.66,48.8,1.0001
16/09/2022,102.8,123.53,303.35,326.21,12741.26,48.81,1.0016
19/09/2022,103.07,124.66,309.07,328.66,12803.24,48.72,1.0024
20/09/2022,101.14,122.19,308.73,323.26,12670.83,48.42,0.9971
21/09/2022,99.28,118.54,300.8,320.71,12767.15,48.5,0.9837
22/09/2022,100.14,117.31,288.59,312.92,12531.63,48.3,0.9836
23/09/2022,98.74,113.78,275.33,301.97,12284.19,48.06,0.9687
26/09/2022,98.17,115.15,276.01,294.62,12227.92,47.53,0.9609
27/09/2022,97.5,114.41,282.94,291.38,12139.68,47.32,0.9594
28/09/2022,100.05,118.01,287.81,300.79,12183.28,47.85,0.9735
29/09/2022,97.42,114.8,268.21,296.11,11975.55,47.58,0.9815
30/09/2022,95.65,113,265.25,293.05,12114.36,47.73,0.9802
03/10/2022,98.64,115.88,242.4,299.15,12209.48,48.08,0.9826
04/10/2022,101.64,121.09,249.44,314.87,12670.48,48.22,0.9986
05/10/2022,101.43,120.95,240.81,309,12517.18,47.88,0.9884
06/10/2022,101.42,120.3,238.13,304.67,12470.78,47.77,0.9791
07/10/2022,98.68,114.56,223.07,301.08,12273,47.47,0.9744
10/10/2022,97.86,113.67,222.96,300.54,12272.94,47.29,0.9702
11/10/2022,97.18,112.21,216.5,294.21,12220.25,47.09,0.9708
12/10/2022,97.56,112.9,217.24,295.31,12172.26,47.13,0.9703
13/10/2022,99.06,112.53,221.72,307.07,12355.58,47.25,0.9776
14/10/2022,96.56,106.9,204.99,299.99,12437.81,47.1,0.9722
17/10/2022,99.97,113.79,219.35,306.71,12649.03,47.27,0.9841
18/10/2022,100.77,116.36,220.19,313.85,12765.61,47.36,0.9858
19/10/2022,99.63,115.07,222.04,311.76,12741.41,47.12,0.9773
20/10/2022,99.97,115.25,207.28,310.81,12767.41,46.98,0.9786
21/10/2022,101.13,119.32,214.44,325.1,12730.9,47.08,0.9862
24/10/2022,102.52,119.82,211.25,328.7,12931.45,47.3,0.9874
25/10/2022,104.48,120.6,222.415,332.4,13052.96,47.66,0.9966
26/10/2022,94.93,115.66,224.64,335.69,13195.81,47.8,1.0081
27/10/2022,92.22,110.96,225.09,337.18,13211.23,48.23,0.9964
28/10/2022,96.29,103.41,228.52,341.82,13243.33,48,0.9965
31/10/2022,94.51,102.44,227.54,344.51,13253.74,47.94,0.9882
01/11/2022,90.47,96.79,227.82,348.58,13338.74,47.91,0.9877
02/11/2022,86.97,92.12,214.98,349.79,13256.74,47.85,0.9818
03/11/2022,83.43,89.3,215.31,348.87,13130.19,47.7,0.9749
04/11/2022,86.58,90.98,207.47,357.91,13459.85,47.67,0.9957
07/11/2022,88.49,90.53,197.08,362.56,13533.52,47.51,1.002
08/11/2022,88.9,89.98,191.3,364.02,13688.75,47.68,1.0074
09/11/2022,87.32,86.14,177.59,362,13666.32,47.96,1.0011
10/11/2022,93.94,96.63,190.72,378.31,14146.09,48.6,1.0209
11/11/2022,96.41,100.79,195.97,385.17,14224.86,48.33,1.0347
14/11/2022,95.7,98.49,190.95,382.36,14313.3,48.18,1.0327
15/11/2022,98.44,98.94,194.42,382.88,14378.51,48.46,1.0349
16/11/2022,98.85,97.12,186.92,382.33,14234.03,48.7,1.0395
17/11/2022,98.36,94.85,183.17,379.78,14266.38,48.68,1.0362
18/11/2022,97.43,94.14,180.19,379.2,14431.86,48.5,1.0325
21/11/2022,95.6,92.46,167.87,380.21,14379.93,48.56,1.0242
22/11/2022,97.05,93.2,169.91,383.87,14422.35,48.67,1.0304
23/11/2022,98.46,94.13,183.2,386.25,14427.59,49.01,1.0397
24/11/2022,98.46,94.13,183.2,386.25,14539.56,49.01,1.041
25/11/2022,97.46,93.41,182.86,388.86,14541.38,48.96,1.0395
28/11/2022,96.05,93.95,182.92,382.36,14383.36,48.78,1.034
29/11/2022,95.19,92.42,180.83,383.71,14355.45,48.92,1.033
30/11/2022,100.99,96.54,194.7,386.15,14397.04,49.05,1.0406
01/12/2022,100.99,95.5,194.7,383.81,14490.3,49.27,1.052
02/12/2022,100.44,94.13,194.86,380.58,14529.39,49.31,1.0535
05/12/2022,99.48,91.01,182.45,371.54,14447.61,49.15,1.0491
06/12/2022,96.98,88.25,179.82,362.91,14343.19,49.31,1.0467
07/12/2022,94.94,88.46,174.04,359.92,14261.19,49.45,1.0506
08/12/2022,93.71,90.35,173.44,358.08,14264.56,49.27,1.0556
09/12/2022,92.83,89.09,179.05,359.14,14370.72,49.07,1.054
12/12/2022,93.31,90.55,167.82,363.18,14306.63,49.06,1.0537
13/12/2022,95.63,92.49,160.95,368.69,14497.89,49.07,1.0633
14/12/2022,95.07,91.58,156.8,360.38,14460.2,49.06,1.0682
15/12/2022,90.86,88.45,157.67,349.83,13986.23,48.76,1.0628
16/12/2022,90.26,87.86,150.23,346.35,13893.07,48.7,1.0586
19/12/2022,88.44,84.92,149.87,344.61,13942.87,48.51,1.0607
20/12/2022,89.02,85.19,137.8,344.49,13884.66,48.15,1.0624
21/12/2022,89.58,86.77,137.57,350.16,14097.82,48.15,1.0605
22/12/2022,87.76,83.79,125.35,345.58,13914.07,48.04,1.0596
23/12/2022,89.23,85.25,123.15,345.51,13940.93,47.72,1.0617
26/12/2022,89.23,85.25,123.15,345.51,13940.93,47.72,1.0637
27/12/2022,87.39,83.04,109.1,341.97,13995.1,47.54,1.064
28/12/2022,86.02,81.82,112.71,340.87,13925.6,47.52,1.0612
29/12/2022,88.45,84.18,121.82,343.43,14071.72,47.61,1.0661
30/12/2022,88.23,84,123.18,343.38,13923.59,47.43,1.0705
02/01/2023,88.23,84,123.18,343.38,14069.26,47.43,1.0667
03/01/2023,89.12,85.82,108.1,346.22,14181.67,47.85,1.0548
04/01/2023,88.08,85.14,113.64,347.7,14490.78,48.05,1.0604
05/01/2023,86.2,83.12,110.34,343.76,14436.31,47.99,1.0522
06/01/2023,87.34,86.08,113.06,348.08,14610.02,48.3,1.0644
09/01/2023,88.02,87.36,119.77,353,14792.83,48.18,1.073
10/01/2023,88.42,89.87,118.85,357.36,14774.6,48.11,1.0733
11/01/2023,91.52,95.09,123.22,364.48,14947.91,48.48,1.0757
12/01/2023,91.13,95.27,123.56,369.94,15058.3,48.64,1.0853
13/01/2023,92.12,98.12,122.4,374,15086.52,48.52,1.083
16/01/2023,92.12,98.12,122.4,374,15134.04,48.52,1.0822
17/01/2023,91.29,96.05,131.49,349.92,15187.07,48.71,1.0788
18/01/2023,91.12,95.46,128.78,349.09,15181.8,48.99,1.0794
19/01/2023,93.05,93.68,127.17,350.75,14920.36,48.94,1.0833
20/01/2023,98.02,97.25,133.42,341.84,15033.56,48.71,1.0856
23/01/2023,99.79,97.52,143.75,349.14,15102.95,48.59,1.0872
24/01/2023,97.7,96.32,143.89,348.33,15093.11,48.8,1.0887
25/01/2023,95.22,97.18,144.43,349.63,15081.64,48.84,1.0916
26/01/2023,97.52,99.22,160.27,354.97,15132.85,48.71,1.0892
27/01/2023,99.37,102.24,177.9,353.7,15150.03,48.61,1.0868
30/01/2023,96.94,100.55,166.66,357.46,15126.08,48.41,1.0851
31/01/2023,98.84,103.13,173.22,365.81,15128.27,48.55,1.0863
01/02/2023,100.43,105.15,181.41,365.71,15180.74,48.64,1.099
02/02/2023,107.74,112.91,188.27,369.47,15509.19,49.09,1.091
03/02/2023,104.78,103.39,189.98,369.95,15476.43,48.78,1.0795
06/02/2023,102.9,102.18,194.76,370.8,15345.91,48.58,1.0726
07/02/2023,107.64,102.11,196.81,374.4,15320.88,48.46,1.0726
08/02/2023,99.37,100.05,201.29,375.1,15412.05,48.56,1.0712
09/02/2023,95.01,98.24,207.32,367.99,15523.42,48.47,1.074
10/02/2023,94.57,97.61,196.89,371.28,15307.98,48.35,1.0678
13/02/2023,94.61,99.54,194.64,374.02,15397.34,48.43,1.0723
14/02/2023,94.68,99.7,209.25,371.78,15380.56,48.285,1.0738
15/02/2023,96.94,101.16,214.24,374.34,15506.34,48.2,1.0689
16/02/2023,95.51,98.15,202.04,370.2,15533.64,48.1,1.0674
17/02/2023,94.35,97.2,208.31,368.5,15482,48.2,1.0695
20/02/2023,94.35,97.2,208.31,368.5,15477.55,48.2,1.0686
21/02/2023,91.79,94.58,197.37,361.12,15397.62,47.81,1.0648
22/02/2023,91.65,95.79,200.86,360.89,15399.89,47.88,1.0605
23/02/2023,90.89,95.82,202.07,363.54,15475.69,48.04,1.0596
24/02/2023,89.13,93.5,196.88,363.85,15209.74,47.89,1.0548
27/02/2023,89.87,93.76,207.63,365.53,15381.43,47.78,1.0609
28/02/2023,90.06,94.23,205.71,351.65,15365.14,47.76,1.0576
01/03/2023,90.36,92.17,202.77,346.23,15305.02,47.54,1.0668
02/03/2023,92,92.13,190.9,349.1,15327.64,47.52,1.0597
03/03/2023,93.65,94.9,197.79,357.09,15578.39,47.67,1.0635
06/03/2023,95.13,93.75,193.81,357.05,15653.58,47.65,1.0681
07/03/2023,93.86,93.55,187.71,346.08,15559.53,47.7,1.0549
08/03/2023,94.25,93.92,182,349.29,15631.87,47.78,1.0545
09/03/2023,92.32,92.25,172.92,342.09,15633.21,47.83,1.0581
10/03/2023,90.63,90.73,173.44,327.67,15427.97,48.3,1.0643
13/03/2023,91.11,92.43,174.48,315.51,14959.47,48.92,1.0731
14/03/2023,93.97,94.88,183.26,322.15,15232.83,48.63,1.0733
15/03/2023,96.11,96.2,180.45,312.19,14735.26,48.98,1.0577
16/03/2023,100.32,100.04,184.13,315.09,14967.1,48.74,1.061
17/03/2023,101.62,98.95,180.13,303.54,14768.2,49.09,1.067
20/03/2023,101.22,97.71,183.25,309.53,14933.38,49.05,1.0721
21/03/2023,104.92,100.61,197.58,317.28,15195.34,48.81,1.0768
22/03/2023,103.37,98.7,191.15,313.67,15216.19,48.94,1.0856
23/03/2023,105.6,98.71,192.22,314.85,15210.39,49.22,1.0831
24/03/2023,105.44,98.13,190.41,312.57,14957.23,49.23,1.076
27/03/2023,102.46,98.04,191.81,318.53,15127.68,48.89,1.0798
28/03/2023,101.03,97.24,189.19,318.44,15142.02,48.86,1.0845
29/03/2023,101.39,100.25,193.88,320.72,15328.78,48.84,1.0844
30/03/2023,100.89,102,195.28,321.14,15522.4,48.79,1.0905
31/03/2023,103.73,103.29,207.46,327.11,15628.84,48.92,1.0839
03/04/2023,104.36,102.41,194.77,326.52,15580.92,48.93,1.0899
04/04/2023,104.72,103.95,192.58,322.65,15603.47,48.95,1.0953
05/04/2023,104.47,101.1,185.52,321.53,15520.17,49.05,1.0904
06/04/2023,108.42,102.06,185.06,322.4,15597.89,49.01,1.0922
